Property Names,Brand,State,Location,Property type,Pet-friendly,Factsheets,Status,Factsheet SPOC,Updated,OTA Listing Content,Unnamed: 11,Website content Website Amenities,Status.1,Brochure Content,Status.2,Website live Status,Brochure Design (Branded) link,Brochure Design (Branded) Bitly Link,Status.3,Remarks,Brochure_Branded | Verification,"Brochure Design 
(Non-Branded) Link",Brochure Design (Non-Branded) Bitly Link,Status.4,"Home Guide
(Content)","Home Guide
(Design)",Remarks.1,Brochure_Non Branded | Verification,Set Menu (Branded),Set Menu,"Walk-Through Videos 
(Branded) links",Non-branded Walkthrough links,"Walk-Through Videos 
(Non-Branded) links",Non-Branded photo drive links,Unnamed: 35,Raw Photoshoot,Photo Drive Link,3D Tour,Reels,ID,Price,Email
Pearl Villas in Vagator Unit 868,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Pearl Villas in Vagator Unit 868 Factsheet.docx,Yes,,,RISAIA Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,PEARL VILLAS IN VAGATOR UNIT 868 BROCHURE.docx,Done,Done,ELIVAAS_Panache_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1BR5E0011_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Pearl Villas in Vagator Unit 868 - HOME GUIDE.pdf,Pearl Villas in Vagator Unit 868 - HOME GUIDE.pdf,Good To Go,,Pearl Villas in Vagator Unit 868 - Set Menu.pdf,Pearl Villas in Vagator Unit 868 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1RA4E0020.mp4,https://bit.ly/3I0Yady,Cloud 7  Tropical,,Bauhinia 5BHK Assagao,https://bit.ly/45P20zV,"https://www.instagram.com/p/C-hXq_CIxAc/, https://www.instagram.com/p/C9w_raXIWaY/, https://www.instagram.com/p/C7B_SKroR9O/",434.0,16500.0,contact434@elivaas.com
Golden ResidencyMoira Unit 971,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Golden ResidencyMoira Unit 971 Factsheet.docx,Yes,,,OPALYS Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,GOLDEN RESIDENCYMOIRA UNIT 971 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CT4E0012_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Golden ResidencyMoira Unit 971 - HOME GUIDE.pdf,Golden ResidencyMoira Unit 971 - HOME GUIDE.pdf,Good To Go,,Golden ResidencyMoira Unit 971 - Set Menu.pdf,Golden ResidencyMoira Unit 971 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1LN4E0067.mp4,https://bit.ly/49e4f2u,Panache,,Villa 3,https://bit.ly/45P20zV,https://www.instagram.com/p/DCy8HHXopBX/,435.0,15500.0,contact435@elivaas.com
Amber ResidencyNerul Unit 997,ELIVAAS,Goa,Moira,4-BHK Villa,No,Amber ResidencyNerul Unit 997 Factsheet.docx,Yes,,,CELEST Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,AMBER RESIDENCYNERUL UNIT 997 BROCHURE.docx,Done,Done,ELIVAAS_Celest_4-BHK_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1OS4E0017_Detailed Brochure .pdf,https://bit.ly/48gl0cp,Done,Amber ResidencyNerul Unit 997 - HOME GUIDE.pdf,Amber ResidencyNerul Unit 997 - HOME GUIDE.pdf,Good To Go,,Amber ResidencyNerul Unit 997 - Set Menu.pdf,Amber ResidencyNerul Unit 997 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Bludoor Walkthrough.mp4,G1CT4E0012.mp4,https://bit.ly/3SXluPD,Indah,,Pinksky,https://bit.ly/45P20zV,"https://www.instagram.com/p/C9rKDfmo0zd/, https://www.instagram.com/p/C7yhdtCojw7/",436.0,17000.0,contact436@elivaas.com
Indigo HeightsAssagao Unit 309,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Indigo HeightsAssagao Unit 309 Factsheet.docx,Yes,,,"SHORE, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,INDIGO HEIGHTSASSAGAO UNIT 309 BROCHURE.docx,Done,Done,ELIVAAS_Bauhinia_Detailed Brochure.pdf,https://bit.ly/48cNunl,Done,Good To Go,,G1CT4E0012_Detailed Brochure.pdf,https://bit.ly/3uUzuQN,Done,Indigo HeightsAssagao Unit 309 - HOME GUIDE.pdf,Indigo HeightsAssagao Unit 309 - HOME GUIDE.pdf,Good To Go,,Indigo HeightsAssagao Unit 309 - Set Menu.pdf,Indigo HeightsAssagao Unit 309 - Set Menu.pdf,Celest Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CT4E0012.mp4,https://bit.ly/3uwmAbQ,Cloud 7  Coral,,Dahlia Arpora - 4BHK,https://bit.ly/3RxZ6MF,"https://www.instagram.com/p/C-GiXVMSkuK/, https://www.instagram.com/p/C-Amt60vvk6/",437.0,11000.0,contact437@elivaas.com
Crimson MeadowsArpora Unit 287,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Crimson MeadowsArpora Unit 287 Factsheet.docx,Yes,,,PINKSKY LISTING CONTENT,Done,BLUDOOR WEBSITE SPACES SECTION,Done,CRIMSON MEADOWSARPORA UNIT 287 BROCHURE.docx,Done,Done,Elivaas_OPALYS_Detailed Brochure.pdf,https://bit.ly/3Tmu0bR,Done,Good To Go,,G1CT4E0012_Detailed Brochure.pdf,https://bit.ly/4afsCh9,Done,Crimson MeadowsArpora Unit 287 - HOME GUIDE.pdf,Crimson MeadowsArpora Unit 287 - HOME GUIDE.pdf,Good To Go,,Crimson MeadowsArpora Unit 287 - Set Menu.pdf,Crimson MeadowsArpora Unit 287 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Bludoor Walkthrough.mp4,G1DA4E0013.mp4,https://bit.ly/3wbSM4N,Cloud 7  Palms,,Villa 4,https://bit.ly/3PXwhbn,https://www.instagram.com/p/C9uCCLUPWgr/,438.0,17000.0,contact438@elivaas.com
Coral MeadowsVagator Unit 452,ELIVAAS,Goa,Assagao,3-BHK Villa,No,Coral MeadowsVagator Unit 452 Factsheet.docx,Yes,,,OPALYS Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,CORAL MEADOWSVAGATOR UNIT 452 BROCHURE.docx,Done,Done,Elivaas_Lumin_4BHK_Detailed Brochure.pdf,https://bit.ly/3GGCfI0,Done,Good To Go,,G1LN4E0067_4BHK_Detailed Brochure.pdf,https://bit.ly/48ekI5J,Done,Coral MeadowsVagator Unit 452 - HOME GUIDE.pdf,Coral MeadowsVagator Unit 452 - HOME GUIDE.pdf,Good To Go,,Coral MeadowsVagator Unit 452 - Set Menu.pdf,Coral MeadowsVagator Unit 452 - Set Menu.pdf,Indah Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1IH4E0015.MP4,https://bit.ly/3UEVMkn,Cloud 7  Cove,,Villa 7,https://bit.ly/3RINKpj,https://www.instagram.com/p/C-iXFaEC2jw/,439.0,12500.0,contact439@elivaas.com
Willow Residency in Arpora Unit 900,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Willow Residency in Arpora Unit 900 Factsheet.docx,Yes,,,LUMIN LISTING CONTENT,Done,PINKSKY WEBSITE CONTENT,Done,WILLOW RESIDENCY IN ARPORA UNIT 900 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3VzGRYY,Done,Good To Go,,G1OS4E0017_Detailed Brochure .pdf,https://bit.ly/3VyJrhP,Done,Willow Residency in Arpora Unit 900 - HOME GUIDE.pdf,Willow Residency in Arpora Unit 900 - HOME GUIDE.pdf,Good To Go,,Willow Residency in Arpora Unit 900 - Set Menu.pdf,Willow Residency in Arpora Unit 900 - Set Menu.pdf,Lumin.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/457ZLJB,Bauhinia,,Villa 6,https://bit.ly/45fm0xi,https://www.instagram.com/p/DCqhrEhScle/ | https://www.instagram.com/p/C_lDDY-o8q7/ https://www.instagram.com/p/C-AwXOVSUj8/ | https://www.instagram.com/p/C9xA2Ahymi-/ https://www.instagram.com/p/C9t4rQhOpxF/ | https://www.instagram.com/p/C9C5uguJtwH/  https://www.instagram.com/p/C6TU16rJs8B/ | https://www.instagram.com/p/C6OeuNuMdEn/,440.0,18500.0,contact440@elivaas.com
Crimson Haven at Nerul Unit 285,ELIVAAS,Goa,Assagao,4-BHK Villa,No,Crimson Haven at Nerul Unit 285 Factsheet.docx,Yes,,,BLUDOOR Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,CRIMSON HAVEN AT NERUL UNIT 285 BROCHURE.docx,Done,Done,Elivaas_Dahlia_Detailed Brochure.pdf,https://bit.ly/3REl7sF,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3BPwjx4,Done,Crimson Haven at Nerul Unit 285 - HOME GUIDE.pdf,Crimson Haven at Nerul Unit 285 - HOME GUIDE.pdf,Good To Go,,Crimson Haven at Nerul Unit 285 - Set Menu.pdf,Crimson Haven at Nerul Unit 285 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Bludoor Walkthrough.mp4,G1BR5E0011.mp4,https://bit.ly/3SDeyG7,Cloud 7  Waves,,Villa 7,https://bit.ly/3AhJnek,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",441.0,10500.0,contact441@elivaas.com
Azure Residency at Vagator Unit 434,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Azure Residency at Vagator Unit 434 Factsheet.docx,Yes,,,"CORAL, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,AZURE RESIDENCY AT VAGATOR UNIT 434 BROCHURE.docx,Done,Done,Elivaas_Indah_Detailed Brochure.pdf,https://bit.ly/4cZv37P,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3Mo0wp9,Done,Azure Residency at Vagator Unit 434 - HOME GUIDE.pdf,Azure Residency at Vagator Unit 434 - HOME GUIDE.pdf,Good To Go,,Azure Residency at Vagator Unit 434 - Set Menu.pdf,Azure Residency at Vagator Unit 434 - Set Menu.pdf,Dahlia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1RA4E0020.mp4,https://bit.ly/4dDGjYA,BluDoor,,Villa 5,https://bit.ly/3UtTSlD,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",442.0,14500.0,contact442@elivaas.com
Cedar Haven at Nerul Unit 666,ELIVAAS,Goa,Vagator,4-BHK Villa,Pet-friendly,Cedar Haven at Nerul Unit 666 Factsheet.docx,Yes,,,BAUHINIA LISTING.docx,Done,PINKSKY WEBSITE CONTENT,Done,CEDAR HAVEN AT NERUL UNIT 666 BROCHURE.docx,Done,Done,ELIVAAS_Bauhinia_Detailed Brochure.pdf,https://bit.ly/3Tg6Bsu,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3teiX9Y,Done,Cedar Haven at Nerul Unit 666 - HOME GUIDE.pdf,Cedar Haven at Nerul Unit 666 - HOME GUIDE.pdf,Good To Go,,Cedar Haven at Nerul Unit 666 - Set Menu.pdf,Cedar Haven at Nerul Unit 666 - Set Menu.pdf,Lumin.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/4cXXLpE,Bauhinia,,"Risaia, nerul",https://bit.ly/3Q58OVP,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",443.0,20500.0,contact443@elivaas.com
Maple Court at Vagator Unit 401,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Maple Court at Vagator Unit 401 Factsheet.docx,Yes,,,RISAIA Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,MAPLE COURT AT VAGATOR UNIT 401 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3LP3LWw,Done,Good To Go,,G1IH4E0015_Detailed Brochure.pdf,https://bit.ly/3RIMWjS,Done,Maple Court at Vagator Unit 401 - HOME GUIDE.pdf,Maple Court at Vagator Unit 401 - HOME GUIDE.pdf,Good To Go,,Maple Court at Vagator Unit 401 - Set Menu.pdf,Maple Court at Vagator Unit 401 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1IH4E0015.MP4,https://bit.ly/49cYrpY,Opalys,,Villa 3,https://bit.ly/3LV8hD8,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",444.0,23000.0,contact444@elivaas.com
Pearl Estate in Nerul Unit 1054,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Pearl Estate in Nerul Unit 1054 Factsheet.docx,Yes,,,LUMIN LISTING CONTENT,Done,PINKSKY WEBSITE CONTENT,Done,PEARL ESTATE IN NERUL UNIT 1054 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/3ti0FVm,Done,Good To Go,,G1LN4E0067_4BHK_Detailed Brochure.pdf,https://bit.ly/3InBiFg,Done,Pearl Estate in Nerul Unit 1054 - HOME GUIDE.pdf,Pearl Estate in Nerul Unit 1054 - HOME GUIDE.pdf,Good To Go,,Pearl Estate in Nerul Unit 1054 - Set Menu.pdf,Pearl Estate in Nerul Unit 1054 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1DA4E0013.mp4,https://bit.ly/4bzVcKM,Celest,,Bauhinia 5BHK Assagao,https://bit.ly/469uGol,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",445.0,15500.0,contact445@elivaas.com
Indigo ResidencyNerul Unit 1083,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Indigo ResidencyNerul Unit 1083 Factsheet.docx,Yes,,,OPALYS Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,INDIGO RESIDENCYNERUL UNIT 1083 BROCHURE.docx,Done,Done,Elivaas_OPALYS_Detailed Brochure.pdf,https://bit.ly/3ThQkmS,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/3TjceGl,Done,Indigo ResidencyNerul Unit 1083 - HOME GUIDE.pdf,Indigo ResidencyNerul Unit 1083 - HOME GUIDE.pdf,Good To Go,,Indigo ResidencyNerul Unit 1083 - Set Menu.pdf,Indigo ResidencyNerul Unit 1083 - Set Menu.pdf,Bauhinia Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/49bkGg0,Risaia,,Tabra A2,https://bit.ly/48un1CG,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",446.0,17500.0,contact446@elivaas.com
Juniper VillasNerul Unit 861,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Juniper VillasNerul Unit 861 Factsheet.docx,Yes,,,"TROPICAL, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,JUNIPER VILLASNERUL UNIT 861 BROCHURE.docx,Done,Done,Elivaas_OPALYS_Detailed Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1BA5E0010_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Juniper VillasNerul Unit 861 - HOME GUIDE.pdf,Juniper VillasNerul Unit 861 - HOME GUIDE.pdf,Good To Go,,Juniper VillasNerul Unit 861 - Set Menu.pdf,Juniper VillasNerul Unit 861 - Set Menu.pdf,Indah Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1OS4E0017.mp4,https://bit.ly/3OHjKYm,Indah,,Panache - 3BHK Arpora,https://bit.ly/45P20zV,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/",447.0,12000.0,contact447@elivaas.com
Juniper Residency in Vagator Unit 105,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Juniper Residency in Vagator Unit 105 Factsheet.docx,Yes,,,"PALMS, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,JUNIPER RESIDENCY IN VAGATOR UNIT 105 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Juniper Residency in Vagator Unit 105 - HOME GUIDE.pdf,Juniper Residency in Vagator Unit 105 - HOME GUIDE.pdf,Good To Go,,Juniper Residency in Vagator Unit 105 - Set Menu.pdf,Juniper Residency in Vagator Unit 105 - Set Menu.pdf,Bauhinia Walkthrough.mp4,Dahlia Walkthrough.mp4,G1RA4E0020.mp4,https://bit.ly/3SwlswI,Cloud 7  Shore,,Indah_4bhk_Moira,https://bit.ly/45P20zV,"https://www.instagram.com/p/C-hXq_CIxAc/, https://www.instagram.com/p/C9w_raXIWaY/, https://www.instagram.com/p/C7B_SKroR9O/",448.0,24000.0,contact448@elivaas.com
Cedar Grove at Vagator Unit 138,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Cedar Grove at Vagator Unit 138 Factsheet.docx,Yes,,,INDAH Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,CEDAR GROVE AT VAGATOR UNIT 138 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CD4E0005_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Cedar Grove at Vagator Unit 138 - HOME GUIDE.pdf,Cedar Grove at Vagator Unit 138 - HOME GUIDE.pdf,Good To Go,,Cedar Grove at Vagator Unit 138 - Set Menu.pdf,Cedar Grove at Vagator Unit 138 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3SHbjNQ,Celest,,Celest - 4 BHK Arpora,https://bit.ly/45P20zV,https://www.instagram.com/p/DCy8HHXopBX/,449.0,10500.0,contact449@elivaas.com
Cedar CourtAssagao Unit 314,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Cedar CourtAssagao Unit 314 Factsheet.docx,Yes,,,PINKSKY LISTING CONTENT,Done,PINKSKY WEBSITE CONTENT,Done,CEDAR COURTASSAGAO UNIT 314 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1LN4E0067_4BHK_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Cedar CourtAssagao Unit 314 - HOME GUIDE.pdf,Cedar CourtAssagao Unit 314 - HOME GUIDE.pdf,Good To Go,,Cedar CourtAssagao Unit 314 - Set Menu.pdf,Cedar CourtAssagao Unit 314 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Indah Walkthrough.MP4,G1CD4E0008.mp4,https://bit.ly/3uEuOP6,Cloud 7  Shore,,Pinksky,https://bit.ly/45P20zV,"https://www.instagram.com/p/C9rKDfmo0zd/, https://www.instagram.com/p/C7yhdtCojw7/",450.0,14000.0,contact450@elivaas.com
Ivory HeightsAssagao Unit 493,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Ivory HeightsAssagao Unit 493 Factsheet.docx,Yes,,,"TROPICAL, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,IVORY HEIGHTSASSAGAO UNIT 493 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1PE3E0018_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Ivory HeightsAssagao Unit 493 - HOME GUIDE.pdf,Ivory HeightsAssagao Unit 493 - HOME GUIDE.pdf,Good To Go,,Ivory HeightsAssagao Unit 493 - Set Menu.pdf,Ivory HeightsAssagao Unit 493 - Set Menu.pdf,Opalys.mp4,Panache Walkthrough.mp4,G1CD4E0008.mp4,https://bit.ly/3I0Yady,Cloud 7  Shore,,Celest - 4 BHK Arpora,https://bit.ly/45P20zV,"https://www.instagram.com/p/C-GiXVMSkuK/, https://www.instagram.com/p/C-Amt60vvk6/",451.0,13000.0,contact451@elivaas.com
Indigo Haven in Moira Unit 640,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Indigo Haven in Moira Unit 640 Factsheet.docx,Yes,,,"SHELLS, C-7 Listing Content",Done,BLUDOOR WEBSITE SPACES SECTION,Done,INDIGO HAVEN IN MOIRA UNIT 640 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1OS4E0017_Detailed Brochure .pdf,https://bit.ly/48gl0cp,Done,Indigo Haven in Moira Unit 640 - HOME GUIDE.pdf,Indigo Haven in Moira Unit 640 - HOME GUIDE.pdf,Good To Go,,Indigo Haven in Moira Unit 640 - Set Menu.pdf,Indigo Haven in Moira Unit 640 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Risaia Walkthrough.mp4,G1DA4E0013.mp4,https://bit.ly/49e4f2u,Opalys,,Villa 6,https://bit.ly/45P20zV,https://www.instagram.com/p/C9uCCLUPWgr/,452.0,12000.0,contact452@elivaas.com
Silver HeightsAssagao Unit 487,ELIVAAS,Goa,Vagator,4-BHK Villa,No,Silver HeightsAssagao Unit 487 Factsheet.docx,Yes,,,PANACHE Listing Content,Done,BLUDOOR WEBSITE SPACES SECTION,Done,SILVER HEIGHTSASSAGAO UNIT 487 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/4anxqkK,Done,Good To Go,,G1CT4E0012_Detailed Brochure.pdf,https://bit.ly/48gl0cp,Done,Silver HeightsAssagao Unit 487 - HOME GUIDE.pdf,Silver HeightsAssagao Unit 487 - HOME GUIDE.pdf,Good To Go,,Silver HeightsAssagao Unit 487 - Set Menu.pdf,Silver HeightsAssagao Unit 487 - Set Menu.pdf,Opalys.mp4,Dahlia Walkthrough.mp4,G1IH4E0015.MP4,https://bit.ly/3SXluPD,Cloud 7  Shells,,Villa 4,https://bit.ly/45P20zV,https://www.instagram.com/p/C-iXFaEC2jw/,453.0,22000.0,contact453@elivaas.com
Emerald RetreatVagator Unit 696,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Emerald RetreatVagator Unit 696 Factsheet.docx,Yes,,,INDAH Listing Content,Done,PINKSKY WEBSITE CONTENT,Done,EMERALD RETREATVAGATOR UNIT 696 BROCHURE.docx,Done,Done,Elivaas_Cloud7 Brochure.pdf,https://bit.ly/48cNunl,Done,Good To Go,,G1BR5E0011_Detailed Brochure.pdf,https://bit.ly/3uUzuQN,Done,Emerald RetreatVagator Unit 696 - HOME GUIDE.pdf,Emerald RetreatVagator Unit 696 - HOME GUIDE.pdf,Good To Go,,Emerald RetreatVagator Unit 696 - Set Menu.pdf,Emerald RetreatVagator Unit 696 - Set Menu.pdf,Panache Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1DA4E0013.mp4,https://bit.ly/3uwmAbQ,Cloud 7  Shore,,Dahlia Arpora - 4BHK,https://bit.ly/3RxZ6MF,https://www.instagram.com/p/DCqhrEhScle/ | https://www.instagram.com/p/C_lDDY-o8q7/ https://www.instagram.com/p/C-AwXOVSUj8/ | https://www.instagram.com/p/C9xA2Ahymi-/ https://www.instagram.com/p/C9t4rQhOpxF/ | https://www.instagram.com/p/C9C5uguJtwH/  https://www.instagram.com/p/C6TU16rJs8B/ | https://www.instagram.com/p/C6OeuNuMdEn/,454.0,17500.0,contact454@elivaas.com
Maple CourtAssagao Unit 845,ELIVAAS,Goa,Arpora,4-BHK Villa,No,Maple CourtAssagao Unit 845 Factsheet.docx,Yes,,,"COVE, C-7 Listing Content",Done,PINKSKY WEBSITE CONTENT,Done,MAPLE COURTASSAGAO UNIT 845 BROCHURE.docx,Done,Done,Elivaas_Dahlia_Detailed Brochure.pdf,https://bit.ly/3Tmu0bR,Done,Good To Go,,G1BA5E0010_Detailed Brochure.pdf,https://bit.ly/4afsCh9,Done,Maple CourtAssagao Unit 845 - HOME GUIDE.pdf,Maple CourtAssagao Unit 845 - HOME GUIDE.pdf,Good To Go,,Maple CourtAssagao Unit 845 - Set Menu.pdf,Maple CourtAssagao Unit 845 - Set Menu.pdf,Cloud7 Walkthrough.mp4,Cloud7 Walkthrough.mp4,G1PE3E0018.mp4,https://bit.ly/3wbSM4N,Cloud 7  Waves,,Villa 3,https://bit.ly/3PXwhbn,"https://www.instagram.com/p/DCqhrEhScle/, https://www.instagram.com/p/C_lDDY-o8q7/, https://www.instagram.com/p/C-AwXOVSUj8/, https://www.instagram.com/p/C9xA2Ahymi-/, https://www.instagram.com/p/C9t4rQhOpxF/, https://www.instagram.com/p/C9C5uguJtwH/, https://www.instagram.com/p/C6TU16rJs8B/, https://www.instagram.com/p/C6OeuNuMdEn/",455.0,13500.0,contact455@elivaas.com
